cod_municipio,nome_municipio,M2019,M2021,I_imp,M2024,I_rec,I_EAD,pct_internet_2019,pct_banda_2019,pct_urbana_2019,ICT_2019,pct_banda_2024,pct_urbana_2024,pct_estadual_2024,ICT_2024,I_ERE,cod_regiao_interm,nome_regiao_interm
3126505,Francisco Badaró,1396,1424,2.005730659025788,1165,100.0,8.848314606741573,0.2777777777777778,0.3333333333333333,0.2777777777777778,0.3148148148148148,1.0,0.29411764705882354,0.23529411764705882,0.7647058823529411,211.14285714,3103,Teófilo Otoni
3126604,Francisco Dumont,1060,1004,-5.283018867924529,1019,26.785714285714285,0.0,0.4,0.2,0.8,0.3333333333333333,0.8,0.8,0.2,0.5333333373069763,63.333333333,3102,Montes Claros
3126703,Francisco Sá,4848,4551,-6.126237623762377,4354,-66.32996632996633,0.0,0.6428571428571429,0.5714285714285714,0.6785714285714286,0.5833333333333334,0.56,0.72,0.32,0.7866666674613952,46.875,3102,Montes Claros
3126752,Franciscópolis,1049,1091,4.003813155386082,852,100.0,0.0,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.5555555555555556,0.8333333,0.6666666666666666,0.3333333333333333,0.4444444378217061,84.666666667,3103,Teófilo Otoni
3126802,Frei Gaspar,1306,1277,-2.22052067381317,1182,-327.58620689655174,0.0,0.2857142857142857,1.0,0.42857142857142855,0.619047619047619,1.0,0.6,0.2,0.7333333333333334,,3103,Teófilo Otoni
3126901,Frei Inocêncio,1844,1784,-3.2537960954446854,1725,-98.33333333333333,0.0,0.2222222222222222,0.7777777777777778,0.6666666666666666,0.48148148148148145,1.0,0.6666666666666666,0.2222222222222222,0.6666666666666666,211.5,3104,Governador Valadares
3126950,Frei Lagonegro,868,780,-10.138248847926267,737,-48.86363636363637,0.0,0.625,0.875,0.25,0.7083333333333334,1.0,0.2857142857142857,0.14285714285714285,0.8571428571428572,211.71428571,3104,Governador Valadares
3127008,Fronteira,2947,3036,3.020020359687818,3162,100.0,0.0,0.6363636363636364,1.0,0.9090909090909091,0.7272727272727272,1.0,0.9285714285714286,0.14285714285714285,0.8333333333333334,126.33333333,3110,Uberaba
3127057,Fronteira dos Vales,959,912,-4.900938477580814,898,-29.78723404255319,0.0,0.16666666666666666,0.16666666666666666,0.5,0.2222222222222222,0.16666667,0.5,0.16666666666666666,0.2777777794334623,289.6,3103,Teófilo Otoni
3127073,Fruta de Leite,1223,1195,-2.2894521668029433,997,-707.1428571428571,0.0,0.2,0.2,0.4,0.20000000000000004,1.0,0.6,0.2,1.0,106.5,3102,Montes Claros
3127107,Frutal,12079,10947,-9.371636724894444,12296,119.1696113074205,0.0,0.6285714285714286,0.9714285714285714,0.7714285714285715,0.7619047619047619,0.94285715,0.7714285714285715,0.14285714285714285,0.8571428582781837,166.75,3110,Uberaba
3127206,Funilândia,1173,1151,-1.875532821824382,1037,-518.1818181818181,0.0,0.4,0.8,0.8,0.5333333333333333,1.0,0.8,0.4,1.0,155.0,3101,Belo Horizonte
3127305,Galiléia,1357,1249,-7.9587324981577,1235,-12.962962962962962,0.0,0.125,0.875,0.875,0.3333333333333333,1.0,0.8571428571428571,0.2857142857142857,0.6666666666666666,0.0,3104,Governador Valadares
3127339,Gameleiras,1140,1224,7.368421052631578,1176,100.0,0.0,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.3611111111111111,0.8333333,0.4166666666666667,0.16666666666666666,0.8055555489328173,108.6,3102,Montes Claros
3127354,Glaucilândia,628,586,-6.687898089171974,582,-9.523809523809524,0.0,0.5714285714285714,0.7142857142857143,0.42857142857142855,0.5714285714285714,1.0,0.42857142857142855,0.2857142857142857,0.5714285714285714,130.0,3102,Montes Claros
3127370,Goiabeira,686,642,-6.41399416909621,637,-11.363636363636363,0.0,0.3333333333333333,0.6666666666666666,1.0,0.4444444444444444,0.6666667,1.0,0.3333333333333333,0.6666666732894049,150.0,3104,Governador Valadares
3127388,Goianá,747,756,1.2048192771084338,802,100.0,0.0,0.6666666666666666,1.0,1.0,0.8888888888888888,1.0,0.75,0.5,0.75,122.5,3106,Juíz de Fora
3127404,Gonçalves,768,705,-8.203125,747,66.66666666666666,0.0,0.6666666666666666,1.0,1.0,0.7777777777777777,1.0,1.0,0.3333333333333333,0.7777777777777778,159.0,3109,Pouso Alegre
3127503,Gonzaga,1182,1140,-3.5532994923857872,1046,-223.80952380952382,0.0,0.14285714285714285,0.7142857142857143,0.5714285714285714,0.4761904761904762,1.0,0.5714285714285714,0.2857142857142857,0.5238095238095238,107.0,3104,Governador Valadares
3127602,Gouveia,2268,2190,-3.439153439153439,2247,73.07692307692307,0.0,0.4444444444444444,1.0,0.6666666666666666,0.7037037037037037,0.8333333,0.8333333333333334,0.3333333333333333,0.6666666600439285,137.0,3103,Teófilo Otoni
3127701,Governador Valadares,59390,54578,-8.102374137060112,53683,-18.599334995843726,0.47638242515299206,0.5849056603773585,0.9433962264150944,0.9056603773584906,0.7337526205450734,0.9807692,0.9038461538461539,0.3076923076923077,0.899572644987677,59.373626374,3104,Governador Valadares
3127800,Grão Mogol,3022,3024,0.06618133686300463,2724,100.0,0.0,0.13636363636363635,0.2727272727272727,0.3181818181818182,0.22727272727272727,0.25,0.35,0.15,0.25,285.66666667,3102,Montes Claros
3127909,Grupiara,302,293,-2.980132450331126,282,-122.22222222222223,0.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.5,0.8333333333333334,,3111,Uberlândia
3128006,Guanhães,7640,7322,-4.162303664921466,6980,-107.54716981132076,10.51625239005736,0.4166666666666667,0.7083333333333334,0.8333333333333334,0.5972222222222222,0.8965517,0.896551724137931,0.3103448275862069,0.7701149438989573,168.0,3104,Governador Valadares
3128105,Guapé,2651,2600,-1.923802338740098,2440,-313.72549019607845,0.0,0.25,0.8333333333333334,0.6666666666666666,0.5555555555555557,1.0,0.7,0.2,1.0,89.714285714,3108,Varginha
3128204,Guaraciaba,1500,1442,-3.8666666666666667,1408,-58.620689655172406,0.0,0.375,0.875,0.375,0.5416666666666666,0.75,0.375,0.5,0.75,214.4,3106,Juíz de Fora
3128253,Guaraciama,1075,1022,-4.930232558139535,1074,98.11320754716981,0.0,0.0,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.5555555555555555,185.0,3102,Montes Claros
3128303,Guaranésia,3655,3447,-5.690834473324213,3614,80.28846153846155,0.0,0.4666666666666667,1.0,1.0,0.7111111111111111,1.0,1.0,0.11764705882352941,0.7647058823529411,119.71428571,3108,Varginha
